0.000000000,2.05393
0.023219955,3.39191
0.046439909,4.15771
0.069659864,4.32878
0.092879819,4.95064
0.116099773,4.9618
0.139319728,5.3516
0.162539683,5.93999
0.185759637,5.98534
0.208979592,6.09208
0.232199546,6.1863
0.255419501,6.11499
0.278639456,6.24754
0.301859410,6.2184
0.325079365,6.39311
0.348299320,6.63604
0.371519274,6.31076
0.394739229,6.09164
0.417959184,6.288
0.441179138,6.26006
0.464399093,6.07238
0.487619048,6.55667
0.510839002,5.87919
0.534058957,5.73482
0.557278912,6.09206
0.580498866,5.84162
0.603718821,6.10571
0.626938776,5.82624
0.650158730,6.0963
0.673378685,5.91789
0.696598639,6.01328
0.719818594,5.67599
0.743038549,6.12408
0.766258503,6.1468
0.789478458,6.10873
0.812698413,6.2167
0.835918367,6.23626
0.859138322,5.97634
0.882358277,6.19513
0.905578231,5.87522
0.928798186,6.03732
0.952018141,5.86311
0.975238095,5.8903
0.998458050,6.01027
1.021678005,6.0248
1.044897959,6.02338
1.068117914,6.07509
1.091337868,5.96567
1.114557823,6.14601
1.137777778,5.9164
1.160997732,5.81735
1.184217687,6.02852
1.207437642,6.30187
1.230657596,5.99365
1.253877551,6.08292
1.277097506,5.8581
1.300317460,5.72216
1.323537415,5.79642
1.346757370,6.03563
1.369977324,5.64547
1.393197279,5.75815
1.416417234,6.04077
1.439637188,5.81683
1.462857143,5.81122
1.486077098,5.95256
1.509297052,5.75399
1.532517007,5.95267
1.555736961,5.95004
1.578956916,5.65845
1.602176871,5.62384
1.625396825,6.10282
1.648616780,5.73537
1.671836735,6.09821
1.695056689,6.05212
1.718276644,6.165
1.741496599,6.23203
1.764716553,6.17001
1.787936508,5.81839
1.811156463,6.00624
1.834376417,5.90263
1.857596372,5.78785
1.880816327,5.72797
1.904036281,5.65698
1.927256236,6.14642
1.950476190,6.27341
1.973696145,6.26721
1.996916100,6.03667
2.020136054,5.7222
2.043356009,5.8567
2.066575964,5.76272
2.089795918,5.82909
2.113015873,5.84467
2.136235828,5.86109
2.159455782,5.75921
2.182675737,5.88471
2.205895692,5.74876
2.229115646,5.74441
2.252335601,5.67622
2.275555556,5.87237
2.298775510,5.95598
2.321995465,5.92642
2.345215420,5.78072
2.368435374,5.80525
2.391655329,5.91221
2.414875283,5.75028
2.438095238,5.78864
2.461315193,5.81814
2.484535147,5.70133
2.507755102,6.48624
2.530975057,6.16641
2.554195011,5.9848
2.577414966,5.73084
2.600634921,6.10258
2.623854875,5.98715
2.647074830,5.76027
2.670294785,5.66484
2.693514739,5.98948
2.716734694,5.8291
2.739954649,5.64008
2.763174603,5.78426
2.786394558,5.98452
2.809614512,6.06381
2.832834467,6.1987
2.856054422,5.8922
2.879274376,6.49176
2.902494331,6.8083
2.925714286,6.32197
2.948934240,6.1275
2.972154195,5.62809
2.995374150,5.75473
3.018594104,5.75112
3.041814059,5.56941
3.065034014,5.50363
3.088253968,5.91543
3.111473923,5.60805
3.134693878,5.86146
3.157913832,5.94643
3.181133787,5.84985
3.204353741,5.85518
3.227573696,5.78978
3.250793651,5.83712
3.274013605,5.91984
3.297233560,5.82547
3.320453515,5.62394
3.343673469,5.69471
3.366893424,5.72525
3.390113379,5.87092
3.413333333,5.81574
3.436553288,5.72628
3.459773243,5.83319
3.482993197,5.60588
3.506213152,5.64576
3.529433107,5.91993
3.552653061,5.96626
3.575873016,6.1318
3.599092971,5.80623
3.622312925,6.00128
3.645532880,5.84593
3.668752834,5.71707
3.691972789,5.66045
3.715192744,5.69414
3.738412698,5.80824
3.761632653,5.66697
